Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
474	GO_ADULT_BEHAVIOR	129	0.20526	0.89311	1	-0.20526	0.10789	0.31767	7.0931	0.17982	0.60774	67	4.7578	0.5015	1	62	5.2856	0.064935	0.32216
475	GO_RETINAL_GANGLION_CELL_AXON_GUIDANCE	17	1.5589	0.28372	1	-1.5589	0.71728	0.90907	1.106	0.81019	0.93926	11	0.99652	0.75824	1	6	0.51233	0.67333	0.86641
476	GO_POSITIVE_REGULATION_OF_MEMBRANE_INVAGINATION	11	0.89018	0.43357	1	-0.89018	0.56743	0.80466	0.28062	0.8961	0.96898	7	0.11	0.88611	1	4	0.31983	0.66334	0.86248
477	GO_SPINDLE_LOCALIZATION	37	2.1742	0.22777	1	-2.1742	0.77323	0.94814	1.7141	0.86414	0.95743	21	2.8574	0.43157	0.99966	16	-0.66692	0.97602	0.99635
478	GO_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS	20	-1.6522	0.95305	1	1.6522	0.047952	0.19955	4.0827	0.090909	0.48964	10	1.1364	0.71928	1	10	4.6374	0.004995	0.09023
479	GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	440	-0.045413	1	1	0.045413	0.000999	0.014666	14.468	0.001998	0.085329	211	10.855	0.02997	0.60843	229	9.6348	0.005994	0.10014
480	GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	30	0.80684	0.52048	1	-0.80684	0.48052	0.73797	4.5927	0.082917	0.47946	15	3.8022	0.10889	0.78625	15	2.6929	0.20879	0.54639
481	GO_REGULATION_OF_PROTEIN_SUMOYLATION	20	0.88932	0.47253	1	-0.88932	0.52847	0.77583	0.1197	0.96503	0.98793	16	-1.2324	0.998	1	4	2.7324	0.080919	0.35372
482	GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	223	-2.7656	1	1	2.7656	0.000999	0.014666	6.5579	0.83916	0.95387	109	2.324	0.999	1	114	6.8996	0.036963	0.25323
483	GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS	86	-1.2923	0.97702	1	1.2923	0.023976	0.12881	5.7461	0.22378	0.6467	38	3.757	0.46354	1	48	4.3485	0.13487	0.45352
484	GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	12	0.61317	0.51149	1	-0.61317	0.48951	0.74744	2.8509	0.18382	0.61243	6	2.4807	0.1968	0.92572	6	1.551	0.33467	0.65919
485	GO_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	41	2.4619	0.19281	1	-2.4619	0.80819	0.96309	5.5252	0.048951	0.40374	24	4.8429	0.076923	0.74353	17	2.8264	0.18382	0.52007
486	GO_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	26	-0.61967	0.85514	1	0.61967	0.14585	0.37833	3.9084	0.14486	0.55707	12	2.5337	0.34865	0.97272	14	2.9805	0.13487	0.45352
487	GO_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY	11	1.4027	0.28871	1	-1.4027	0.71229	0.90737	1.371	0.62937	0.87217	6	2.061	0.28671	0.94136	5	-0.22411	0.84016	0.95134
488	GO_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT	12	2.6772	0.078921	0.81816	-2.6772	0.92208	1	2.6935	0.21978	0.64173	8	3.2979	0.11089	0.79255	4	0.0013685	0.76523	0.91168
489	GO_LUNG_CELL_DIFFERENTIATION	25	-1.2194	0.94006	1	1.2194	0.060939	0.22882	2.0876	0.66134	0.88429	11	0.78057	0.7982	1	14	2.0978	0.33566	0.65962
490	GO_PLATELET_ACTIVATION	139	-0.0032162	0.93606	1	0.0032162	0.064935	0.23729	8.6679	0.022977	0.30358	68	6.3726	0.13287	0.83145	71	5.8916	0.028971	0.22594
491	GO_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	27	2.0301	0.25175	1	-2.0301	0.74925	0.9298	4.8244	0.054945	0.4141	15	4.5181	0.044955	0.63086	12	2.1852	0.29071	0.62536
492	GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR	72	2.8643	0.16783	1	-2.8643	0.83317	0.97878	2.345	0.93606	0.98011	42	3.0698	0.73926	1	30	0.00069433	0.97602	0.99635
493	GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	37	1.492	0.38761	1	-1.492	0.61339	0.83874	3.6568	0.34066	0.72377	20	3.4719	0.25574	0.93616	17	1.6291	0.55844	0.80318
494	GO_MATURATION_OF_SSU_RRNA	40	2.1495	0.23177	1	-2.1495	0.76923	0.94544	3.6408	0.40559	0.76968	26	2.5934	0.62837	1	14	2.6199	0.1988	0.53524
495	GO_BETA_AMYLOID_METABOLIC_PROCESS	13	-1.8541	0.95704	1	1.8541	0.043956	0.18678	1.6567	0.57942	0.85448	6	-0.4463	0.94006	1	7	2.671	0.1039	0.39708
496	GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY	135	3.7904	0.12687	0.98607	-3.7904	0.87413	1	4.1706	0.92807	0.97885	85	4.1163	0.83417	1	50	1.4859	0.90909	0.97465
497	GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME	17	-1.41	0.93207	1	1.41	0.068931	0.24206	2.1413	0.51349	0.82267	9	-0.41661	0.95904	1	8	3.5633	0.023976	0.20725
498	GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	44	0.65585	0.62837	1	-0.65585	0.37263	0.63914	3.3715	0.51848	0.82691	28	1.8152	0.85614	1	16	3.1896	0.12587	0.44339
499	GO_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	14	1.5544	0.25175	1	-1.5544	0.74925	0.9298	1.273	0.67732	0.88818	9	1.4471	0.58442	1	5	0.18862	0.73726	0.90262
500	GO_NEGATIVE_REGULATION_OF_CELL_GROWTH	165	1.9738	0.5974	1	-1.9738	0.4036	0.66527	6.6205	0.48651	0.81271	84	6.2409	0.23177	0.93418	81	3.0936	0.76823	0.91396
501	GO_MODIFIED_AMINO_ACID_TRANSPORT	26	-1.6352	0.95804	1	1.6352	0.042957	0.18383	3.0236	0.36563	0.74182	9	1.9665	0.42258	0.99886	17	2.3085	0.34765	0.6701
502	GO_CGMP_BIOSYNTHETIC_PROCESS	15	-0.64674	0.82817	1	0.64674	0.17283	0.41167	1.3835	0.65435	0.88051	6	0.82911	0.67433	1	9	1.1091	0.57043	0.81049
503	GO_PROTEIN_SECRETION	107	-0.56164	0.94505	1	0.56164	0.055944	0.2178	5.5288	0.44755	0.7944	55	3.01	0.84915	1	52	4.8353	0.077922	0.34892
504	GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	11	3.2321	0.02997	0.46758	-3.2321	0.97103	1	0.80896	0.78721	0.93335	10	1.2211	0.6953	1	1	-1.1783	0.8971	0.97465
505	GO_ASSOCIATIVE_LEARNING	68	1.219	0.57942	1	-1.219	0.42158	0.68397	4.9784	0.28671	0.6896	34	4.8033	0.15684	0.88334	34	2.2373	0.58841	0.82059
506	GO_SNORNA_METABOLIC_PROCESS	10	3.1256	0.040959	0.56779	-3.1256	0.96004	1	1.2409	0.63137	0.87322	9	1.7308	0.4975	1	1	-1.2681	0.91209	0.97506
507	GO_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	148	0.36252	0.8961	1	-0.36252	0.1049	0.31166	7.8331	0.11089	0.51408	81	4.7982	0.62338	1	67	6.3662	0.013986	0.16109
508	GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	166	2.5398	0.47652	1	-2.5398	0.52448	0.77453	8.3442	0.091908	0.49251	93	6.8435	0.19281	0.92129	73	4.8584	0.20579	0.54505
509	GO_COFACTOR_TRANSPORT	26	-1.2919	0.93307	1	1.2919	0.067932	0.24116	3.8777	0.14885	0.56342	10	2.3006	0.35065	0.97422	16	3.1243	0.13886	0.45616
510	GO_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	46	0.44527	0.69231	1	-0.44527	0.30869	0.57193	3.5244	0.47153	0.8042	26	1.9369	0.77123	1	20	3.1366	0.16084	0.49088
511	GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	53	1.6418	0.39061	1	-1.6418	0.61039	0.83627	3.8533	0.5005	0.81772	28	3.9853	0.24975	0.93616	25	1.3929	0.74925	0.90799
512	GO_EXOGENOUS_DRUG_CATABOLIC_PROCESS	10	-6.0836	1	1	6.0836	0.000999	0.014666	4.9462	0.008991	0.18634	0	NA	NA	NA	10	4.9462	0.003996	0.0782
513	GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	40	-3.3788	1	1	3.3788	0.000999	0.014666	5.9523	0.013986	0.23373	12	3.4944	0.11988	0.80122	28	4.8267	0.025974	0.21486
514	GO_REGULATION_OF_PROTEIN_DEACETYLATION	32	1.1203	0.47153	1	-1.1203	0.52947	0.77595	2.4227	0.66533	0.88448	18	2.0648	0.5954	1	14	1.3214	0.58741	0.82059
515	GO_OTIC_VESICLE_DEVELOPMENT	15	0.72534	0.51449	1	-0.72534	0.48651	0.74367	3.7658	0.087912	0.48461	7	3.859	0.040959	0.63086	8	1.5468	0.38162	0.69351
516	GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	24	-0.69173	0.86913	1	0.69173	0.13187	0.3574	0.58535	0.94605	0.98447	9	0.80881	0.76424	1	15	0.11391	0.9041	0.97465
517	GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	11	0.34291	0.57542	1	-0.34291	0.42557	0.68703	-1.2477	0.99301	0.99583	7	-1.3917	0.995	1	4	-0.22805	0.80719	0.93505
518	GO_PHOSPHOLIPID_DEPHOSPHORYLATION	24	0.88481	0.52048	1	-0.88481	0.48052	0.73797	4.1557	0.095904	0.49631	11	4.2704	0.036963	0.63086	13	1.7183	0.43556	0.73061
519	GO_NEGATIVE_REGULATION_OF_DNA_REPAIR	13	2.8096	0.063936	0.73408	-2.8096	0.93706	1	2.9993	0.18581	0.61521	8	3.5587	0.082917	0.75483	5	0.3347	0.6953	0.87864
520	GO_INSULIN_SECRETION	34	1.1831	0.45754	1	-1.1831	0.54346	0.78636	4.5174	0.11089	0.51408	18	3.8033	0.15185	0.87266	16	2.5512	0.26474	0.60423
521	GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	52	2.0452	0.31269	1	-2.0452	0.68831	0.89051	4.8857	0.2038	0.62875	28	4.889	0.077922	0.74976	24	1.9108	0.58242	0.81817
522	GO_PREASSEMBLY_OF_GPI_ANCHOR_IN_ER_MEMBRANE	15	-2.769	0.99301	1	2.769	0.007992	0.063159	2.8274	0.26074	0.67539	6	-0.35231	0.93506	1	9	3.9378	0.022977	0.20192
523	GO_NECROTIC_CELL_DEATH	28	-1.6146	0.96004	1	1.6146	0.040959	0.17964	4.3561	0.084915	0.48126	12	2.5746	0.33866	0.97227	16	3.533	0.07992	0.35263
524	GO_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	31	-0.14556	0.77423	1	0.14556	0.22677	0.47465	2.8935	0.4965	0.81698	20	0.77184	0.92008	1	11	3.8167	0.038961	0.26058
525	GO_POSITIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	13	-2.0639	0.96803	1	2.0639	0.032967	0.15767	2.2787	0.38062	0.74989	4	0.59572	0.65734	1	9	2.3415	0.22478	0.55973
526	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	233	0.35635	0.94905	1	-0.35635	0.051948	0.20838	8.5924	0.31269	0.70135	119	6.1522	0.58142	1	114	5.9983	0.10889	0.40697
527	GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	10	2.6359	0.081918	0.82682	-2.6359	0.91908	1	1.8447	0.44655	0.79429	9	1.5803	0.54046	1	1	1.0924	0.29271	0.62806
528	GO_CHROMOSOME_LOCALIZATION	55	4.98	0.00999	0.25444	-4.98	0.99101	1	5.6266	0.091908	0.49251	38	5.6574	0.057942	0.6761	17	1.6621	0.54845	0.79667
529	GO_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS	12	0.42917	0.55944	1	-0.42917	0.44156	0.70343	1.1374	0.68631	0.88901	6	1.0552	0.5954	1	6	0.55326	0.65634	0.85708
530	GO_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	44	-1.1208	0.94705	1	1.1208	0.053946	0.21296	3.3871	0.51648	0.82497	23	1.1628	0.91109	1	21	3.686	0.076923	0.34813
531	GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	293	0.38465	0.96204	1	-0.38465	0.038961	0.1758	11.325	0.031968	0.35198	136	9.3714	0.027972	0.60581	157	6.749	0.13287	0.45038
532	GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	91	6.4527	0.000999	0.054151	-6.4527	1	1	6.535	0.1049	0.50877	64	6.3516	0.091908	0.76421	27	2.2184	0.51748	0.77733
533	GO_ACTIVATION_OF_GTPASE_ACTIVITY	72	-0.33875	0.8991	1	0.33875	0.1019	0.30729	5.1081	0.27273	0.68318	33	4.2128	0.24675	0.93479	39	3.0653	0.37762	0.691
534	GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	56	0.42405	0.71928	1	-0.42405	0.28172	0.54067	5.3949	0.11089	0.51408	26	4.8698	0.070929	0.72543	30	2.8374	0.34865	0.67111
535	GO_T_CELL_HOMEOSTASIS	34	-0.047008	0.77822	1	0.047008	0.22278	0.47237	3.631	0.33267	0.72018	20	1.8724	0.70729	1	14	3.4207	0.07992	0.35263
536	GO_REGULATION_OF_RECEPTOR_ACTIVITY	112	-1.4233	0.98901	1	1.4233	0.011988	0.081097	5.3278	0.57343	0.85217	55	2.5097	0.92208	1	57	5.0031	0.090909	0.37674
537	GO_HISTONE_METHYLATION	72	3.4164	0.097902	0.87697	-3.4164	0.9031	1	4.3597	0.49451	0.81575	50	3.2416	0.75425	1	22	3.0001	0.22478	0.55973
538	GO_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS	18	-3.3068	0.999	1	3.3068	0.001998	0.024415	3.5793	0.13786	0.54782	5	0.43761	0.74525	1	13	3.9403	0.030969	0.23252
539	GO_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	72	1.3766	0.52747	1	-1.3766	0.47353	0.73363	4.4251	0.46753	0.80257	42	2.8496	0.78821	1	30	3.4836	0.18781	0.52401
540	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_IMPORT_INTO_NUCLEUS	49	-0.79856	0.92807	1	0.79856	0.072927	0.24846	3.1761	0.64236	0.87722	24	1.8132	0.81718	1	25	2.6699	0.35764	0.67731
541	GO_ALPHA_BETA_T_CELL_DIFFERENTIATION	44	-0.63579	0.8951	1	0.63579	0.10589	0.31309	3.3571	0.52148	0.82797	21	2.3248	0.5994	1	23	2.4219	0.3986	0.70556
542	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	11	2.624	0.078921	0.81816	-2.624	0.92208	1	3.1779	0.13686	0.54782	7	3.8184	0.045954	0.63567	4	0.21863	0.6953	0.87864
543	GO_PEPTIDE_CROSS_LINKING	34	0.89979	0.54745	1	-0.89979	0.45355	0.71366	0.86992	0.96903	0.9882	14	2.679	0.37762	0.97857	20	-1.1072	0.99301	1
544	GO_PEPTIDYL_SERINE_MODIFICATION	145	0.49479	0.86813	1	-0.49479	0.13287	0.35918	6.7097	0.36164	0.73829	80	3.8173	0.86513	1	65	5.7865	0.030969	0.23252
545	GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	181	-1.7754	0.999	1	1.7754	0.001998	0.024415	8.7776	0.083916	0.47946	83	5.3506	0.50949	1	98	7.0049	0.015984	0.16933
546	GO_ROUNDABOUT_SIGNALING_PATHWAY	11	1.7232	0.21678	1	-1.7232	0.78422	0.95387	0.49862	0.85514	0.95726	8	0.46383	0.82917	1	3	0.19735	0.69231	0.87827
547	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	49	1.9623	0.32667	1	-1.9623	0.67433	0.88186	5.4032	0.088911	0.48568	27	4.7232	0.10689	0.78625	22	2.8312	0.27073	0.60839
548	GO_GLUTAMATE_METABOLIC_PROCESS	28	-2.2986	0.98601	1	2.2986	0.014985	0.094141	3.9553	0.14985	0.56417	12	1.4093	0.68132	1	16	4.0118	0.041958	0.27119
549	GO_SPHINGOMYELIN_METABOLIC_PROCESS	13	-1.3913	0.93107	1	1.3913	0.06993	0.24355	1.6281	0.58841	0.85873	3	1.8507	0.24076	0.93479	10	0.84263	0.66334	0.86248
550	GO_TRNA_METABOLIC_PROCESS	166	4.9028	0.045954	0.61099	-4.9028	0.95504	1	5.5892	0.81618	0.94311	104	5.5243	0.62837	1	62	1.9908	0.86214	0.96332
551	GO_NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY	13	0.2524	0.61139	1	-0.2524	0.38961	0.65446	2.7351	0.24076	0.66014	8	1.2922	0.62338	1	5	2.7756	0.063936	0.32059
552	GO_POSITIVE_REGULATION_OF_LOCOMOTION	397	-1.1191	1	1	1.1191	0.000999	0.014666	9.6639	0.6983	0.89467	194	5.7534	0.96603	1	203	7.89	0.080919	0.35372
553	GO_REGULATION_OF_DENDRITE_MORPHOGENESIS	72	-0.11958	0.86214	1	0.11958	0.13886	0.3674	3.2237	0.81019	0.93926	38	1.4674	0.95904	1	34	3.1399	0.30969	0.63825
554	GO_CELLULAR_RESPONSE_TO_LITHIUM_ION	16	1.376	0.33666	1	-1.376	0.66434	0.87748	2.4091	0.37762	0.74747	8	2.8252	0.1968	0.92572	8	0.58178	0.6983	0.88032
555	GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT	53	-1.1024	0.96404	1	1.1024	0.036963	0.16987	6.2618	0.01998	0.28347	27	3.2145	0.46054	1	26	5.6645	0.003996	0.0782
556	GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS	24	0.51021	0.61538	1	-0.51021	0.38561	0.65163	3.6793	0.17183	0.59892	14	2.332	0.47652	1	10	2.9407	0.097902	0.38676
557	GO_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	23	-0.71804	0.84316	1	0.71804	0.15784	0.39606	2.0616	0.61339	0.86678	11	0.66643	0.82118	1	12	2.2161	0.28472	0.62325
558	GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	85	0.029739	0.87712	1	-0.029739	0.12388	0.34434	4.7088	0.52348	0.82801	44	3.0334	0.74825	1	41	3.6375	0.24276	0.58171
559	GO_ERYTHROCYTE_HOMEOSTASIS	69	-0.56098	0.91808	1	0.56098	0.082917	0.26802	4.7591	0.36663	0.74182	33	2.8997	0.63137	1	36	3.8124	0.16184	0.4918
560	GO_RESPONSE_TO_HEAT	85	-2.4452	0.998	1	2.4452	0.002997	0.032079	3.9647	0.73626	0.90995	39	0.98391	0.98501	1	46	4.4835	0.0999	0.38991
561	GO_NOTCH_RECEPTOR_PROCESSING	16	2.1611	0.16583	1	-2.1611	0.83516	0.97977	1.1539	0.76723	0.9255	12	0.93131	0.7972	1	4	0.69472	0.54545	0.79532
562	GO_CELLULAR_RESPONSE_TO_CADMIUM_ION	15	-1.7473	0.95804	1	1.7473	0.042957	0.18383	3.9071	0.067932	0.44808	7	1.1962	0.5974	1	8	4.231	0.010989	0.14076
563	GO_SUCKLING_BEHAVIOR	12	-0.53541	0.78322	1	0.53541	0.21778	0.46812	2.0825	0.41459	0.77523	4	2.3724	0.2048	0.92724	8	0.87297	0.61439	0.83613
564	GO_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	41	1.0838	0.50549	1	-1.0838	0.4955	0.75143	3.5402	0.42358	0.78204	23	2.7565	0.52547	1	18	2.2271	0.38362	0.69416
565	GO_REGULATION_OF_MITOTIC_SPINDLE_CHECKPOINT	10	2.767	0.065934	0.74338	-2.767	0.93506	1	3.9211	0.040959	0.39003	7	3.7534	0.04995	0.64523	3	1.4255	0.29071	0.62536
566	GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	69	-0.63059	0.92507	1	0.63059	0.075924	0.25517	6.0599	0.093906	0.49355	29	5.0766	0.073926	0.73301	40	3.6365	0.24376	0.58311
567	GO_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	19	-0.13892	0.73127	1	0.13892	0.26973	0.52578	2.0235	0.58541	0.85763	9	1.3384	0.60939	1	10	1.5196	0.46054	0.74805
568	GO_CHROMOSOME_LOCALIZATION_TO_NUCLEAR_ENVELOPE_INVOLVED_IN_HOMOLOGOUS_CHROMOSOME_SEGREGATION	6	1.2698	0.3017	1	-1.2698	0.6993	0.8965	-0.74001	0.95105	0.98555	5	-0.35043	0.9021	1	1	-1.0291	0.87612	0.96804
569	GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	15	-0.7616	0.85415	1	0.7616	0.14685	0.38022	1.0604	0.76324	0.92331	6	0.53569	0.75724	1	9	0.93162	0.62338	0.84213
570	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	26	1.5614	0.33167	1	-1.5614	0.66933	0.87913	0.90656	0.92607	0.97885	17	0.6976	0.90909	1	9	0.5821	0.71928	0.89187
571	GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	30	-1.6227	0.96004	1	1.6227	0.040959	0.17964	4.911	0.050949	0.40374	9	4.3756	0.034965	0.63086	21	3.0053	0.18981	0.52474
572	GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	12	-0.75658	0.81419	1	0.75658	0.18681	0.42997	-0.42112	0.96304	0.98793	5	-0.59424	0.93207	1	7	-0.049157	0.82318	0.94221
573	GO_MYELOID_LEUKOCYTE_DIFFERENTIATION	94	1.4004	0.60839	1	-1.4004	0.39261	0.65662	5.3669	0.36464	0.74119	52	4.0247	0.57742	1	42	3.5507	0.26973	0.60776
574	GO_PEROXISOME_ORGANIZATION	33	-4.3844	1	1	4.3844	0.000999	0.014666	4.4985	0.11988	0.52038	12	0.11998	0.93506	1	21	5.5485	0.001998	0.047715
575	GO_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION	25	5.9698	0.000999	0.054151	-5.9698	1	1	4.6313	0.058941	0.41953	21	5.0763	0.036963	0.63086	4	-0.052918	0.77722	0.91692
576	GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	16	-0.003725	0.71029	1	0.003725	0.29071	0.55266	3.5604	0.11089	0.51408	7	3.2864	0.098901	0.77427	9	1.8488	0.35065	0.67281
577	GO_SINGLE_ORGANISM_CELL_ADHESION	429	2.1209	0.86114	1	-2.1209	0.13986	0.36912	11.555	0.27473	0.68406	236	8.4616	0.67532	1	193	7.87	0.06993	0.33288
578	GO_POLYOL_METABOLIC_PROCESS	93	-0.98834	0.97203	1	0.98834	0.028971	0.14582	6.0021	0.22378	0.6467	37	5.4071	0.075924	0.73895	56	3.3397	0.48252	0.75963
579	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	17	-0.28181	0.75724	1	0.28181	0.24376	0.49596	0.99866	0.83117	0.95004	6	1.6169	0.42557	0.99966	11	0.047366	0.88112	0.96992
580	GO_APICAL_JUNCTION_ASSEMBLY	38	0.81547	0.58442	1	-0.81547	0.41658	0.67847	1.4324	0.92208	0.97863	21	1.0563	0.8991	1	17	0.96762	0.76224	0.91058
581	GO_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	14	1.8624	0.1988	1	-1.8624	0.8022	0.95919	3.2961	0.16583	0.59269	10	2.5915	0.26973	0.93659	4	2.069	0.18981	0.52474
582	GO_LYMPHOCYTE_HOMEOSTASIS	50	1.3327	0.48951	1	-1.3327	0.51149	0.76578	5.6137	0.067932	0.44808	30	3.9577	0.2997	0.94969	20	4.0289	0.046953	0.28434
583	GO_SERTOLI_CELL_DEVELOPMENT	15	-3.3805	0.999	1	3.3805	0.001998	0.024415	3.3033	0.15085	0.56743	6	-0.07979	0.89311	1	9	4.3297	0.007992	0.1153
584	GO_NEGATIVE_REGULATION_OF_RNA_SPLICING	24	3.6804	0.031968	0.48619	-3.6804	0.96903	1	4.1501	0.096903	0.49722	17	4.2325	0.080919	0.75453	7	1.0886	0.52547	0.78084
585	GO_CELL_CYCLE_PHASE_TRANSITION	248	8.0738	0.000999	0.054151	-8.0738	1	1	8.7859	0.32068	0.70986	163	8.861	0.14386	0.85105	85	2.7367	0.83017	0.94586
586	GO_ENDOSOME_TO_LYSOSOME_TRANSPORT	40	-1.1192	0.94406	1	1.1192	0.056943	0.21887	2.5436	0.72827	0.90643	17	1.5892	0.74426	1	23	1.9882	0.55145	0.79801
587	GO_MRNA_PROCESSING	403	10.13	0.000999	0.054151	-10.13	1	1	9.4802	0.77323	0.92928	263	10.505	0.25874	0.93616	140	1.6861	0.999	1
588	GO_RESPONSE_TO_ANGIOTENSIN	16	1.2486	0.36364	1	-1.2486	0.63736	0.85875	3.064	0.2008	0.62794	8	2.6926	0.21978	0.92928	8	1.6406	0.33566	0.65962
589	GO_DENDRITIC_SPINE_DEVELOPMENT	19	1.3208	0.36064	1	-1.3208	0.64036	0.86115	1.511	0.73127	0.90775	11	1.6711	0.57542	1	8	0.36908	0.75824	0.90976
590	GO_REGULATION_OF_PROTEIN_OLIGOMERIZATION	29	1.3895	0.37463	1	-1.3895	0.62637	0.84882	4.3415	0.10989	0.51408	18	2.8389	0.35465	0.97422	11	3.4177	0.063936	0.32059
591	GO_HEME_METABOLIC_PROCESS	29	-2.3238	0.98801	1	2.3238	0.012987	0.086607	2.8961	0.47952	0.80967	12	0.28299	0.91808	1	17	3.5448	0.06993	0.33288
592	GO_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	14	-3.8493	0.995	1	3.8493	0.005994	0.052797	4.2096	0.044955	0.39847	5	0.36048	0.75824	1	9	4.9817	0.001998	0.047715
593	GO_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION	11	0.37457	0.56444	1	-0.37457	0.43656	0.69863	1.0732	0.71129	0.89817	7	0.44734	0.81918	1	4	1.1879	0.3966	0.70409
594	GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS	70	-1.1531	0.96803	1	1.1531	0.032967	0.15767	5.239	0.23776	0.65746	32	3.2636	0.52248	1	38	4.1156	0.11089	0.41189
595	GO_INOSITOL_PHOSPHATE_CATABOLIC_PROCESS	11	0.17955	0.61738	1	-0.17955	0.38362	0.64981	3.7492	0.058941	0.41953	4	3.8075	0.025974	0.60581	7	1.8217	0.3037	0.63113
